username,Prediccion
8b121c6de213c6b19cac225a3c911215dc6e238cb0df7a49670b763a018d6701,1
cb707e3fb26ce4ce29724fa6ef132a63d22942c935f37937425016f3e087776d,1
5341c2ecf6a5c3ade98e8276e86cc6750356991b030465631f3a9a6ec23710ab,1
1f5e15cda91823f1671b191b4e5e35785b620fb1facf7fb08b6dbff12db8a54f,0
d8a491d3fe070480973fdddc967b13f1b0957c0383b63e907cef3483a991d7cb,1
973271f9b2e02442f49f35fd3ca19313220a698765b2311529ba86dcf4658b15,1
271f8300dc575dbe01a2f6577e726239d1ba758586a4bfd998e98ea9bdd036aa,1
48d29ccec3cff9b11c912703cf6d26bf21b0cd55fbb45a1492f4a4327e081227,1
44e3ee5571d07750644441808e51375fcac7e6011575c3150e483814d265347c,1
aa8a30f09336b8633d3ab3ec7c69dae3d8feffe6b24445554b679048e86dd971,1
7c3265912880c7f83128dda3e6948d61d26700caadf71338097113a12745e3c3,1
899b1d31bd8a80ec072db6c36fec721c6d5c130f34cd26ff3c02200c6e9cebf3,1
10d6c6ace02e8bdb118e18b12742ff590223b153256b9b0ccc40622f57b02faa,0
c0024aa2bbc88086695de44f6c52dd394070db29fff6e875192b864923681db7,1
66bf6984d3207a20ed14bed8af5494581e1d0d89eb1fd8a3c95870a830550611,1
58cc096a765a4678a3e2eb2468d17bff2de109a7ae606107c1f57c18f1dd8a84,1
12ff41eebc00afc9dc26675eea4f4a24f40b6f6d471cb6b1b9ae324d361edfa7,1
707ebb8a4f6f387d8281dc36008c017d6c811d33235fe495b7664d92dcba38c2,1
5c0bfc4f7017aa93adb32dfc691e744a32376f182876d3d679b813f93b32dd03,1
62a34fb4bd72553b33299f8e402ad599e9227c4107c608953a554d0fb06bfcb2,1
a697a0fd74d7a2a32d765c9f06500f5403e42821ecbfd49f5a944709341d72e5,1
b3bd1fadd20c864329b0706db29774f4d428c7e5c315de2ab58521d60df52514,1
d6d7d381dba645ce222ab92350976f0dc9d6c28c0161b11b8031c8b593ee6252,1
97ad6da85643b6cdc0f528782530c08f9fadda4a32751b8f7c5b778796946677,1
23ceec34f16e041eecc88d96a29a29cd2f29a9367a7d9342e36a50e74cb50cb8,1
2ae54ab22dc785e76eecc2dc2acfd1e899a17743a22e7c64dce14b9da3c2efff,1
9aac924687dd122a1528b4ea0f74686cd8c6f014cf254ec9af843ba82add0273,1
c0cc97f8a91c4764736b166eaf13193df15b34b5a63cdf8fc3009e5182f124ab,1
e292ae40f3efce5fba5e2c173d28d036a8ef6fdb9d04c0d580ebf64c58ac554f,1
8d8a9fb476b2d7cbf76bd003dc22157aca9c8660570b7bd18c31752a620b3454,1
1e3dc91b09b1fcd076970730ce053d72aceb9a9250f5af657ac3bcc66bc2447d,1
a6861faa88eb0c81aeaadd7c7e4cf7c302198716c65e7a09a6ad8cf9d07bfeab,1
64432e50bf5a6ad2ae8463c540422e9080030d47b8832e2a792e506f127404e1,1
b9e071e7e9fe3e5c62f6d44de8b7ad1d5f8f87f81f6880b4d83073caa666b355,1
31bf5166c212e5f7977e87b6e19779ab803c2cf58f441928d0c1fa98ad96c6d5,1
5429992265b8c3d582ac073a20709876903603e69c300c043a0e67e0eccff797,1
3a689edc121087c35244893410cd3ea079eb4a2122e973397a73fd3ce29fb7b0,1
21826b2c97a50ed9fff55d1e6271d6de6e3def09c12f472c38ef61a929cdb9c6,1
d1dcfb9ed1c2fd5bc33625728d40838e3379692cb03a50bcdeeb97c8886a8720,1
b93859e33948be52a516c542caac7ef3b6afaa80b04b71ba11f4fa44b9513e52,1
3c92cfd91e1676503fc3ab895b498919a633bec40428dde6c99aabb3df33d2d9,1
9d3732f2c95fa97f36b2d111f7e4e989757c40ecc6c39df5ed2bce291b78bf53,1
7658dcaa5d4a2759120193178da41d7563003907a9768562f2350b8272266d8e,1
5ae8a8012947f826ab1afb8372b657f5694323c84a85b9d97171ce913f59ae95,1
6ba3bafae39c12bb6442b032f0652235913b778c6e82eb64403a8620a89c4bb0,1
ad632887a7267eeb69a7502dee2c2d3dbf3675ea2f7432b7f79cc2288854794b,1
0f5294148a6c572e2b36ff80c2afded5150641385de8c13ae67d76f4d94db2d6,0
6cf59637f5e4d59898d00ce23cb2d7b3b6e0a7fcf62df7df9cd8f996e2503d3a,1
0e7e364dcfa74ba62bf6c7b1e2903865569e0817575fa4021140c7811f89f6c0,1
8617d59a0156ef1a95e14418a4d1039fb7e63d382072169a7205ca71c988fa58,1
f184b68ddbff9e99fcf54a1b6747c775856cc2b689d6a8bb33371b17062ced78,1
ab004c4551c0ea7975fac7fbe95360c9aec8470caadb270fedaafaa2a4c8776d,0
4d54a47998e7473d7c089b8466114420bcee01421f9f21c45091911dd25ecfd5,1
22665fadf0c85a3d1c2403f498e72519305ef9a1b31b6b0e26ab9b1fe283fd46,1
f6a0a2fa3f70f1cdd2a58e0144e8f1fb6f0ba85d57c824b1c3c8466808ffaabf,1
c9682a85b34bfad222ff78c56876b31238e101d4aa9ad69e1f99973e2e443492,1
1f89799aef31f17cf4ad223fd2017be86581bd13b55b139a83f7359a50d0afb8,1
17afbe11b0154bff8b621e1d5d82aae8703bc246117faebdb4e75a50a6173ddc,1
d17a28b82824b5bedcd8ca3a2ecda440bcae33606b4b9dfa07f3bcdbc90d0b56,1
42eeb7a3bb064eb4b97af10e7f5008dfdca3a061f702f257591e2d31d009383d,1
e5b569075849387884faa4865ef9ccf0912e2c0b745b11a0013867625799851e,1
522d1496b5d23068433b865816075fe03fcb6ff0da06144b2f01b7d2376ccb1c,1
158d31212198e83114c90cd4ba75b983aeb70e7f6f7f977d7e6b75c7cb4e602d,0
207f0efc7f481c0e48e2df0131da3155a64114693b46121c97b19ac8ea8ad8a5,1
78142e3efeb083f0106ce58386cd8d3ca7c885656f091efa54cfa1a941621489,1
c169266804b929dc874e33dca54c8be2af80dca72a8cb5664525acb2fce84723,1
2e28aa574ca93cba032255b4d680f62da1e8aba1c5806dd36d8f45ee217445f0,1
38d5d91f19efab925e9a036a4b964fe00567f706d410523b0a09700f9a1e3768,1
ba90e9c6175edaaa0c119453ae63a7484c9c52ef4b492343dae38bf7e66ade48,1
0caeffad083bab0c5cfc8a236ab3fb12cc1cc637af294f607fca143a9f32dd96,0
b3c7b1b18f612dd5961bfa25e5f514640e3b78a60cd83f13b910ec428b548858,1
30ea76dd6f1011040dfb3015935b78afcb403f2fa909f0c62acc30793ad07f1c,1
dbbf51dfd58a99ace6858d5028b84a5679c0feeb1a18aa4b883de1c889dcd68a,1
2e0dded9419d5cdc6087c3205af343c42c2630d44941e0174a475a89fc1c92e5,1
5d3467ccad60f1b83f5e7f273b95086d91c18b7a29db2e2b8ab5c4c0b2878548,1
d99d52d47aec336aee66f1367e97952d3d9c9c0eecf0a7255b3e78c4bf1bb2bf,1
af1c27e3e8428fb325c8f436dafd368fcbf56aa593eef73f9d624407c7768481,0
5d6d4c73814447aaa9da5272693f62cac31c41d197974a62bb4bc5e693ae7284,1
1cd4a110f1b1d3e849efd62b1b7b10290136cf78d32a7de6d66618122cab07db,1
58fa8171ec4bb5154c8b1ebc8a211eae8ad9e73cbccc6e473227aa1ecfcbcf7d,1
5a739a704e6b4d00483a245869f3e50d9fb07e858a5d7892559faef4c712ef88,1
3721904219c696254e8af0871522bcc19e2f2ee816f8c75cd3108d88ba25c2d3,1
71caadd08fe3f39cff4f7f922f73dbe81f04a31335fd86e0fc225d81dd3c46f3,1
aaa770118bbe5533d22c00e76c217742e9a9fe559b3a35ebe4273dd29515d74a,1
31415d095b6e08c25786638ff243273e3f5422c3b074bfc3aede89827b7cdffb,1
7574488aabd038413995357d63c6f82f7f7efb24fb6399680875239ad7bc0cb2,1
6136fff999c8f3a820c9164019fcf438bd66a7e4b1e2687a5093b32302525a0c,0
b932b392476a5fc7d56be3db52d89976e4dd6969498a3e1160145a83625c7a50,1
b0edd48038fef245269b6a3304c8c3ef61ab0f4ae2e9e68c2532e21e5b6010d7,1
9e7845c25f91b5deee4df36ece4a4ecd4fcc9be1e0213cd8471c04b7a31187cd,1
4f824d78da3fa49611ab90980a334dc0269b3320c5e39c6db0acccaf4cc15ccd,1
23fee353d492f20d943f84d18693368991d6f55b503c3a3fe90a0a42e9ccbf33,1
49adb4e5e80854dc452688647218ef25f3984bfff1fe4c6cc47ed6de94f8d3cc,1
60f06032c2e50b2ba4db555b2af70ea3c33eed4b5dc448f0be27c62f875c5096,1
ac3d4574d230dee35fa8075479cdc460d29d275452edec232b0df88b26efe596,1
c71daa673fb0966a1e07d4495d349b1cbeeb22978e26a6242adce38cca3cf516,0
06f626357f08f0052702768bacd7a83224b6abe00a8498d6f3e220cb8d75657f,1
ca56bcb156f0f37aef751cd75da259223e3d31fe6188663766de2161f6cadf23,1
365f328073dd7d75da016abb7d80d031021e90aeb5bf192752fb282f0d7ca134,1
6226b05e88a6e377deae855511844e0368f18eacc3dedf177c6231194ac6a742,1
fb47e54a151f7888d45c74c1e71ae549e0cd44984ed4010d5f7246ae34270aa1,1
a6d6d436c33419503bd4c24f225409d5225c2fa4fd197ae9ed62f5301270b53f,1
8ef95957ed73b21e65c6c1b963cf90abe2c1388c60e2c83a19af2a7ee8cd9961,1
1d3bade754d542a25f8d826f484e9ef1c53eec484cd30011d0aa64af56e9c360,0
807e0f39ca606bc9c539abe9efce7c520a7193a29ec9053a91fd599e24a45eb9,1
c1d95ba9872db04aed5ab6c1ab1da219e20b98a971c4442d32571a63e3f8eb06,1
65a4a3bd05c0e27b7bba2ee5b95f50c9af51ba46bcdd17be7485e12f662457e1,1
1e1188e0478a823fc3f411ef6baed0f6abc324d5b70e60e0eb52f37401177d00,0
